Título,Link da Oferta,Desconto,Preço Promocional,Preço Normal
The Sims™ 4 Pacote de Jogo LobiSims,https://store.playstation.com/pt-br/product/UP0006-CUSA09209_00-TS4GP12000000000,-30%,"R$76,30","R$109,00"
Borderlands Collection: Caixa de Pandora,https://store.playstation.com/pt-br/product/UP1001-PPSA17638_00-BLWARCHESTBUNDLE,-67%,"R$263,96","R$799,90"
Bluey: O Videojogo,https://store.playstation.com/pt-br/product/UP3824-PPSA09955_00-BUEYBASEGAME0001,-20%,"R$159,60","R$199,50"
Far Cry 5,https://store.playstation.com/pt-br/product/UP0001-CUSA05904_00-FARCRY5GAME00000,-85%,"R$29,83","R$198,90"
Jurassic World Evolution 2,https://store.playstation.com/pt-br/product/UP2514-PPSA03287_00-JWEVOLUTION2AAAA,-75%,"R$74,97","R$299,90"
Jurassic World Evolution 2: Edição Deluxe,https://store.playstation.com/pt-br/product/UP2514-PPSA03287_00-7166882075494772,-75%,"R$87,47","R$349,90"
Sifu,https://store.playstation.com/pt-br/product/UP2703-PPSA05132_00-4856299050197748,-60%,"R$85,96","R$214,90"
Sifu - Deluxe Edition Upgrade Bundle,https://store.playstation.com/pt-br/product/UP2703-PPSA05132_00-BUNDLE0000000000,-50%,"R$29,75","R$59,50"
Pack de Lutadores 1,https://store.playstation.com/pt-br/product/UP1018-CUSA05462_00-FIGHTERPACK10000,-75%,"R$26,22","R$104,90"
Pack de Lutadores 2,https://store.playstation.com/pt-br/product/UP1018-CUSA05462_00-FIGHTERPACK20000,-75%,"R$26,22","R$104,90"
Pack de Lutadores 3,https://store.playstation.com/pt-br/product/UP1018-CUSA05462_00-FIGHTERPACK30000,-75%,"R$26,22","R$104,90"
Transformações infinitas,https://store.playstation.com/pt-br/product/UP1018-CUSA05462_00-INFINITETRANSMOG,-80%,"R$10,78","R$53,90"
Injustice™ 2,https://store.playstation.com/pt-br/product/UP1018-CUSA05488_00-INJUSTICE2000000,-85%,"R$17,98","R$119,90"
Pack Ultimate,https://store.playstation.com/pt-br/product/UP1018-CUSA05462_00-SEASONPASS000000,-85%,"R$24,73","R$164,90"
HOT WHEELS UNLEASHED™ 2 - Turbocharged - Legendary Edition PS4 & PS5,https://store.playstation.com/pt-br/product/UP1981-PPSA15191_00-HW2LEGENDEDITION,-60%,"R$179,80","R$449,50"
HOT WHEELS UNLEASHED™ 2 - Turbocharged PS4 & PS5,https://store.playstation.com/pt-br/product/UP1981-PPSA15191_00-HWU2TURBOCHARGED,-60%,"R$99,80","R$249,50"
Tony Hawk's™ Pro Skater™ 1 + 2 - Pacote Cross-Gen Deluxe,https://store.playstation.com/pt-br/product/UP0002-PPSA02176_00-TH12RTHEGAME0001,-60%,"R$91,60","R$229,00"
TUNIC,https://store.playstation.com/pt-br/product/UP0406-PPSA03054_00-3390974934506823,-50%,"R$79,95","R$159,90"
Totally Accurate Battle Simulator,https://store.playstation.com/pt-br/product/UP3456-CUSA29952_00-1412781209801863,-30%,"R$73,43","R$104,90"
Metro Exodus,https://store.playstation.com/pt-br/product/UP2047-PPSA02395_00-METROEXODUS0GEN9,-85%,"R$22,42","R$149,50"
Conjunto Metro Saga,https://store.playstation.com/pt-br/product/UP2047-CUSA11408_00-METROSAGABUNDLE0,-85%,"R$47,98","R$319,90"
Edição Deluxe de Tales of Arise - Beyond the Dawn PS4 e PS5,https://store.playstation.com/pt-br/product/UP0700-PPSA02794_00-BTDDLXEDITION000,-38%,"R$247,69","R$399,50"
Edição Deluxe de Tales of Arise - Beyond the Dawn PS4 e PS5,https://store.playstation.com/pt-br/product/UP0700-PPSA02794_00-BTDEDITION000000,-34%,"R$197,93","R$299,90"
Expansão Tales of Arise - Beyond the Dawn,https://store.playstation.com/pt-br/product/UP0700-PPSA02794_00-TOADLMISBTDAWNEX,-34%,"R$105,53","R$159,90"
Edição Definitiva de Tales of Arise - Beyond the Dawn PS4 e PS5,https://store.playstation.com/pt-br/product/UP0700-PPSA02794_00-BTDULTEDITION000,-40%,"R$299,70","R$499,50"
Tales of Arise PS4 & PS5,https://store.playstation.com/pt-br/product/UP0700-PPSA02794_00-TOARISEPS5000001,-50%,"R$99,75","R$199,50"
Mount & Blade II: Bannerlord,https://store.playstation.com/pt-br/product/UP1468-PPSA04136_00-MB2BANNERLORD000,-40%,"R$149,70","R$249,50"
Mount & Blade II: Bannerlord,https://store.playstation.com/pt-br/product/UP1468-CUSA15450_00-MB2BANNERLORD000,-40%,"R$149,70","R$249,50"
Mount & Blade II: Bannerlord - Digital Deluxe,https://store.playstation.com/pt-br/product/UP1468-PPSA04136_00-0214581541638122,-40%,"R$191,94","R$319,90"
ONE PIECE: PIRATE WARRIORS 4,https://store.playstation.com/pt-br/product/UP0700-CUSA17196_00-OPPW4NAHDDGAME00,-75%,"R$49,87","R$199,50"
ONE PIECE: PIRATE WARRIORS 4 Passe de Personagens,https://store.playstation.com/pt-br/product/UP0700-CUSA17196_00-OPPW4SPBUNDLE000,-67%,"R$52,76","R$159,90"
ONE PIECE: PIRATE WARRIORS 4 Ultimate Edition,https://store.playstation.com/pt-br/product/UP0700-CUSA17196_00-OPPW4ULTEDITION0,-50%,"R$254,95","R$509,90"
Horizon Zero Dawn: Complete Edition,https://store.playstation.com/pt-br/product/UP9000-CUSA10237_00-HRZCE00000000000,-50%,"R$49,75","R$99,50"
Mafia: Trilogy,https://store.playstation.com/pt-br/product/UP1001-CUSA03652_00-MAFIATRILOGYDEFI,-67%,"R$82,46","R$249,90"
Bully®,https://store.playstation.com/pt-br/product/UP1004-CUSA03507_00-SLUS212690000001,-40%,"R$37,50","R$62,50"
MX vs ATV Legends,https://store.playstation.com/pt-br/product/UP4389-PPSA04734_00-MXVSATV2021PS5US,-55%,"R$89,77","R$199,50"
MX vs ATV Legends Leader Pack,https://store.playstation.com/pt-br/product/UP4389-PPSA04734_00-MXLDELUXEPS5US00,-60%,"R$127,96","R$319,90"
Sid Meier's Civilization VI,https://store.playstation.com/pt-br/product/UP1001-CUSA15322_00-CIV6BASE00000000,-80%,"R$29,90","R$149,50"
Pacote Sid Meier's Civilization® VI Anthology Upgrade,https://store.playstation.com/pt-br/product/UP1001-CUSA15322_00-CIV6ANTHLGYUPGDE,-60%,"R$105,96","R$264,90"
Wobbly Life,https://store.playstation.com/pt-br/product/UP7742-CUSA42497_00-0623912764644798,-20%,"R$75,92","R$94,90"
Ultros (PS4 & PS5),https://store.playstation.com/pt-br/product/UP6779-PPSA16280_00-ULTROS00000PS5US,-50%,"R$62,25","R$124,50"
Insurgency: Sandstorm - Ultimate Edition [PS4 & PS5],https://store.playstation.com/pt-br/product/UP4133-PPSA09742_00-SANDSTORMULTIMAT,-40%,"R$239,70","R$399,50"
Insurgency: Sandstorm [PS4 & PS5],https://store.playstation.com/pt-br/product/UP4133-PPSA09742_00-INSURGENCYSANDST,-30%,"R$139,65","R$199,50"
Assassin’s Creed® IV Black Flag™,https://store.playstation.com/pt-br/product/UP0001-CUSA00010_00-AC4GAMEPS4000001,-70%,"R$29,99","R$99,99"
Assassin’s Creed®IV Black Flag™ Gold Edition,https://store.playstation.com/pt-br/product/UP0001-CUSA00010_00-B000000000000110,-70%,"R$123,57","R$411,90"
Sniper Elite 5 Complete Edition,https://store.playstation.com/pt-br/product/UP4363-PPSA01685_00-SNIPERELITE500CE,-60%,"R$219,80","R$549,50"
Sniper Elite 5 PS4™ & PS5™,https://store.playstation.com/pt-br/product/UP4363-PPSA01685_00-SNIPERELITE50000,-60%,"R$119,96","R$299,90"
NINJA GAIDEN: Master Collection,https://store.playstation.com/pt-br/product/UP4108-CUSA24123_00-NINJAGAIDENMC000,-33%,"R$143,98","R$214,90"
NINJA GAIDEN: Master Collection Deluxe Edition,https://store.playstation.com/pt-br/product/UP4108-CUSA24123_00-NINJAGAIDENMCDX1,-33%,"R$177,48","R$264,90"
Berserk and the Band of the Hawk,https://store.playstation.com/pt-br/product/UP4108-CUSA07478_00-SLAYERGAME000000,-60%,"R$119,96","R$299,90"
Berserk: conjunto completo de roupas adicionais,https://store.playstation.com/pt-br/product/UP4108-CUSA07478_00-ADDITIONALCOSSET,-50%,"R$37,45","R$74,90"
Berserk: conjunto completo de cavalos adicionais,https://store.playstation.com/pt-br/product/UP4108-CUSA07478_00-WARHORSESET00000,-50%,"R$18,75","R$37,50"
Berserk: conjunto completo de cenários adicionais,https://store.playstation.com/pt-br/product/UP4108-CUSA07478_00-BERSERKSCENARIO0,-50%,"R$21,45","R$42,90"
SnowRunner - 1-Year Anniversary Edition,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERPRMEDI,-50%,"R$132,45","R$264,90"
SnowRunner - Burning Bright Vinyl Wrap Pack,https://store.playstation.com/pt-br/product/UP4133-CUSA17425_00-SNOWRUNNERDLC020,-35%,"R$10,33","R$15,90"
SnowRunner - Burning Bright Vinyl Wrap Pack,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC020,-35%,"R$10,33","R$15,90"
SnowRunner - Year 1 Pass,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERSEASON,-33%,"R$89,71","R$133,90"
SnowRunner - Clasico Pack,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC011,-35%,"R$13,97","R$21,50"
SnowRunner - Clasico Pack,https://store.playstation.com/pt-br/product/UP4133-CUSA17425_00-SNOWRUNNERDLC011,-35%,"R$13,97","R$21,50"
SnowRunner - Crocodile Pack,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC022,-35%,"R$13,97","R$21,50"
SnowRunner - Crocodile Pack,https://store.playstation.com/pt-br/product/UP4133-CUSA17425_00-SNOWRUNNERDLC022,-35%,"R$13,97","R$21,50"
SnowRunner - GMC Brigadier,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC018,-35%,"R$13,97","R$21,50"
SnowRunner - GMC Brigadier,https://store.playstation.com/pt-br/product/UP4133-CUSA17425_00-SNOWRUNNERDLC018,-35%,"R$13,97","R$21,50"
SnowRunner - High Roller Pack,https://store.playstation.com/pt-br/product/UP4133-CUSA17425_00-SNOWRUNNERDLC002,-35%,"R$13,97","R$21,50"
SnowRunner - High Roller Pack,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC002,-35%,"R$13,97","R$21,50"
SnowRunner - Jack of All Treads Tire Pack,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC032,-20%,"R$12,72","R$15,90"
SnowRunner - Jeep Dual Pack,https://store.playstation.com/pt-br/product/UP4133-CUSA17425_00-SNOWRUNNERDLC019,-35%,"R$20,73","R$31,90"
SnowRunner - Jeep Dual Pack,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC019,-35%,"R$20,73","R$31,90"
SnowRunner - Kenworth W990,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC031,-20%,"R$17,20","R$21,50"
SnowRunner - Land Rover Dual Pack,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC021,-35%,"R$20,73","R$31,90"
SnowRunner - Loaded Dice Vinyl Wrap,https://store.playstation.com/pt-br/product/UP4133-CUSA17425_00-SNOWRUNNERDLC003,-35%,"R$3,57","R$5,50"
SnowRunner - Loaded Dice Vinyl Wrap,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC003,-35%,"R$3,57","R$5,50"
SnowRunner - Navistar 5000-MV Tractor,https://store.playstation.com/pt-br/product/UP4133-CUSA17425_00-SNOWRUNNERDLC001,-35%,"R$7,08","R$10,90"
SnowRunner - Navistar 5000-MV Tractor,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC001,-35%,"R$7,08","R$10,90"
SnowRunner - Rezvani Hercules,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC023,-35%,"R$13,97","R$21,50"
SnowRunner - Save the Day Vinyl Wrap Pack,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC025,-35%,"R$10,33","R$15,90"
SnowRunner - Scorched Vinyl Wrap,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC004,-35%,"R$3,57","R$5,50"
SnowRunner - Scorched Vinyl Wrap,https://store.playstation.com/pt-br/product/UP4133-CUSA17425_00-SNOWRUNNERDLC004,-35%,"R$3,57","R$5,50"
SnowRunner - Season 1: Search & Recover,https://store.playstation.com/pt-br/product/UP4133-CUSA17425_00-SNOWRUNNERDLC006,-35%,"R$24,37","R$37,50"
SnowRunner - Season 1: Search & Recover,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC006,-35%,"R$24,37","R$37,50"
SnowRunner - Season 10: Fix & Connect,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC027,-35%,"R$24,37","R$37,50"
SnowRunner - Season 11: Lights & Cameras,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC028,-25%,"R$28,12","R$37,50"
SnowRunner - Season 2: Explore & Expand,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC007,-35%,"R$24,37","R$37,50"
SnowRunner - Season 2: Explore & Expand,https://store.playstation.com/pt-br/product/UP4133-CUSA17425_00-SNOWRUNNERDLC007,-35%,"R$24,37","R$37,50"
SnowRunner - Season 3: Locate & Deliver,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC008,-35%,"R$24,37","R$37,50"
SnowRunner - Season 3: Locate & Deliver,https://store.playstation.com/pt-br/product/UP4133-CUSA17425_00-SNOWRUNNERDLC008,-35%,"R$24,37","R$37,50"
SnowRunner - Season 4: New Frontiers,https://store.playstation.com/pt-br/product/UP4133-CUSA17425_00-SNOWRUNNERDLC009,-35%,"R$41,92","R$64,50"
SnowRunner - Season 4: New Frontiers,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC009,-35%,"R$41,92","R$64,50"
SnowRunner - Season 5: Build & Dispatch,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC014,-35%,"R$24,37","R$37,50"
SnowRunner - Season 5: Build & Dispatch,https://store.playstation.com/pt-br/product/UP4133-CUSA17425_00-SNOWRUNNERDLC014,-35%,"R$24,37","R$37,50"
SnowRunner - Season 6: Haul & Hustle,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC015,-35%,"R$24,37","R$37,50"
SnowRunner - Season 6: Haul & Hustle,https://store.playstation.com/pt-br/product/UP4133-CUSA17425_00-SNOWRUNNERDLC015,-35%,"R$24,37","R$37,50"
SnowRunner - Season 7: Compete & Conquer,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC016,-35%,"R$24,37","R$37,50"
SnowRunner - Season 7: Compete & Conquer,https://store.playstation.com/pt-br/product/UP4133-CUSA17425_00-SNOWRUNNERDLC016,-35%,"R$24,37","R$37,50"
SnowRunner - Season 8: Grand Harvest,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC017,-35%,"R$41,92","R$64,50"
SnowRunner - Season 9: Renew & Rebuild,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC026,-35%,"R$24,37","R$37,50"
SnowRunner - TATRA Dual Pack,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC013,-35%,"R$20,73","R$31,90"
SnowRunner - TATRA Dual Pack,https://store.playstation.com/pt-br/product/UP4133-CUSA17425_00-SNOWRUNNERDLC013,-35%,"R$20,73","R$31,90"
SnowRunner - The Mastodon,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC030,-35%,"R$13,97","R$21,50"
SnowRunner - True Colors Vinyl Wrap,https://store.playstation.com/pt-br/product/UP4133-CUSA17425_00-SNOWRUNNERDLC005,-35%,"R$3,57","R$5,50"
SnowRunner - True Colors Vinyl Wrap,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC005,-35%,"R$3,57","R$5,50"
SnowRunner - Western Star 49X,https://store.playstation.com/pt-br/product/UP4133-CUSA17425_00-SNOWRUNNERDLC010,-35%,"R$13,97","R$21,50"
SnowRunner - Western Star 49X,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC010,-35%,"R$13,97","R$21,50"
SnowRunner - Western Star Wolf Pack,https://store.playstation.com/pt-br/product/UP4133-PPSA04930_00-SNOWRUNNERDLC024,-35%,"R$20,73","R$31,90"
Construction Simulator,https://store.playstation.com/pt-br/product/UP2565-PPSA04379_00-8001017598364664,-35%,"R$129,67","R$199,50"
Tiny Tina's Wonderlands para PS4™,https://store.playstation.com/pt-br/product/UP1001-CUSA23766_00-0SIEAPS4DAFFODIL,-75%,"R$74,97","R$299,90"
Tiny Tina's Wonderlands: Edição Caótica e Maneira,https://store.playstation.com/pt-br/product/UP1001-PPSA01492_00-TTWPREMIUMSIEA00,-75%,"R$112,37","R$449,50"
Tiny Tina's Wonderlands: Passe de Temporada,https://store.playstation.com/pt-br/product/UP1001-CUSA23766_00-TTWSEASONPASSIEA,-75%,"R$37,37","R$149,50"
STAR OCEAN THE SECOND STORY R - PS4 & PS5,https://store.playstation.com/pt-br/product/UP0082-PPSA13715_00-000STAROCEAN2RUP,-20%,"R$199,60","R$249,50"
Medieval Dynasty,https://store.playstation.com/pt-br/product/UP3696-CUSA34021_00-MEDIEVALDYNPS4NA,-35%,"R$97,17","R$149,50"
L.A. Noire,https://store.playstation.com/pt-br/product/UP1004-CUSA09084_00-LANOIRE000000PS4,-50%,"R$99,49","R$198,99"
Castle Crashers Remastered,https://store.playstation.com/pt-br/product/UP2015-CUSA14409_00-CASTLECRASHERSNA,-70%,"R$23,97","R$79,90"
Monster Hunter Rise + Sunbreak Deluxe,https://store.playstation.com/pt-br/product/UP0102-PPSA08033_00-SBDOUBLEDELUXE00,-43%,"R$192,60","R$337,90"
Monster Hunter Rise Deluxe Edition PS4 & PS5,https://store.playstation.com/pt-br/product/UP0102-PPSA08033_00-DELUXEEDITION000,-50%,"R$114,95","R$229,90"
Monster Hunter Rise: Sunbreak Edição de Luxo,https://store.playstation.com/pt-br/product/UP0102-PPSA08033_00-SBDELUXEEDITION0,-40%,"R$143,94","R$239,90"
DayZ Livonia,https://store.playstation.com/pt-br/product/UP2739-CUSA15510_00-DAYZDLC000000001,-30%,"R$30,03","R$42,90"
DayZ Livonia Bundle,https://store.playstation.com/pt-br/product/UP2739-CUSA15510_00-DAYZBUNDLE000001,-30%,"R$206,43","R$294,90"
Terra-média™: Sombras da Guerra™,https://store.playstation.com/pt-br/product/UP1018-CUSA04439_00-SHADOWOFMORDOR02,-85%,"R$26,92","R$179,50"
Passe de Expansão para Terra-média™: Sombras da Guerra™,https://store.playstation.com/pt-br/product/UP1018-CUSA04408_00-KRAKENEXPAN0PASS,-85%,"R$32,23","R$214,90"
Passe Expansão de História de Terra-média™: Sombras da Guerra™,https://store.playstation.com/pt-br/product/UP1018-CUSA04408_00-KRAKENSTORY0PASS,-85%,"R$20,08","R$133,90"
Expansão Nêmesis Tribo Marginal,https://store.playstation.com/pt-br/product/UP1018-CUSA04408_00-TRIBEBLACKGUARD1,-50%,"R$39,95","R$79,90"
Expansão Nêmesis Tribo da Matança,https://store.playstation.com/pt-br/product/UP1018-CUSA04408_00-TRIBESLAUGHTER01,-90%,"R$7,99","R$79,90"
Expansão de História 'A Lâmina de Galadriel',https://store.playstation.com/pt-br/product/UP1018-CUSA04408_00-BLADEOFGALADRIEL,-75%,"R$19,97","R$79,90"
Expansão de História 'A Desolação de Mordor',https://store.playstation.com/pt-br/product/UP1018-CUSA04408_00-LITHLAD000000001,-50%,"R$52,45","R$104,90"
NARUTO TO BORUTO: SHINOBI STRIKER,https://store.playstation.com/pt-br/product/UP0700-CUSA08789_00-SHINOBISTRIKER01,-50%,"R$49,75","R$99,50"
Passe de Temporada 3 NARUTO TO BORUTO: SHINOBI STRIKER,https://store.playstation.com/pt-br/product/UP0700-CUSA08789_00-NTBSSPASS0000003,-50%,"R$39,95","R$79,90"
Passe de Temporada 5 NARUTO TO BORUTO: SHINOBI STRIKER,https://store.playstation.com/pt-br/product/UP0700-CUSA08789_00-NTBSSPASS0000005,-50%,"R$39,95","R$79,90"
Passe de Temporada 6 NARUTO TO BORUTO: SHINOBI STRIKER,https://store.playstation.com/pt-br/product/UP0700-CUSA08789_00-SPASS60000000000,-30%,"R$37,73","R$53,90"
Car Mechanic Simulator 2021,https://store.playstation.com/pt-br/product/UP1564-PPSA02400_00-00CARMECHSIM2021,-50%,"R$79,95","R$159,90"
[Ressurgimento] DOA6 - Conjunto de Visuais de Criada,https://store.playstation.com/pt-br/product/UP4108-CUSA12152_00-SESN04COSP02SET0,-50%,"R$52,45","R$104,90"
[Revival] DOA6 - Conjunto Uniformes Escolares,https://store.playstation.com/pt-br/product/UP4108-CUSA12152_00-SESN04COSP08SET0,-50%,"R$66,95","R$133,90"
DEAD OR ALIVE 6,https://store.playstation.com/pt-br/product/UP4108-CUSA12153_00-DOA6FULLGAME0000,-80%,"R$59,98","R$299,90"
DEAD OR ALIVE 6 Digital Deluxe Edition,https://store.playstation.com/pt-br/product/UP4108-CUSA12153_00-DOA6DDX000000000,-80%,"R$76,90","R$384,50"
DOA6 Season Pass 4,https://store.playstation.com/pt-br/product/UP4108-CUSA12152_00-SPSS04BUNDLE0000,-60%,"R$193,16","R$482,90"
Watch Dogs®: Legion Ultimate Edition PS4 & PS5,https://store.playstation.com/pt-br/product/UP0001-PPSA01487_00-WDLULTI000000000,-80%,"R$99,98","R$499,90"
Watch Dogs: Legion - Season Pass,https://store.playstation.com/pt-br/product/UP0001-PPSA01487_00-ORWSP00010000000,-65%,"R$57,71","R$164,90"
Watch Dogs: Legion - Season Pass,https://store.playstation.com/pt-br/product/UP0001-CUSA13115_00-ORWSP00010000000,-65%,"R$57,71","R$164,90"
Watch Dogs®: Legion PS4 & PS5,https://store.playstation.com/pt-br/product/UP0001-PPSA01487_00-ORWFULLGAME00000,-85%,"R$41,98","R$279,90"
RACCOON CITY EDITION,https://store.playstation.com/pt-br/product/UP0102-PPSA03952_00-BHB0000000000002,-75%,"R$74,97","R$299,90"
Bendy and the Ink Machine,https://store.playstation.com/pt-br/product/UP2344-CUSA13637_00-MDKRTGAMES4BATIM,-80%,"R$19,90","R$99,50"
Monster Hunter World: Iceborne Digital Deluxe,https://store.playstation.com/pt-br/product/UP0102-CUSA07713_00-ICEBORNDX0000000,-50%,"R$82,45","R$164,90"
Monster Hunter World: Iceborne Master Edition Digital Deluxe,https://store.playstation.com/pt-br/product/UP0102-CUSA07713_00-ICEBORNMEDX00000,-50%,"R$124,75","R$249,50"
Mass Effect™ Legendary Edition,https://store.playstation.com/pt-br/product/UP0006-CUSA19500_00-METR000000000000,-85%,"R$44,83","R$298,90"
Black Desert: Conqueror Edition,https://store.playstation.com/pt-br/product/UP4162-CUSA15233_00-7826430899616130,-70%,"R$160,47","R$534,90"
Black Desert: Explorer Edition,https://store.playstation.com/pt-br/product/UP4162-CUSA15233_00-5553066638617150,-70%,"R$79,47","R$264,90"
Need for Speed™ Payback,https://store.playstation.com/pt-br/product/UP0006-CUSA05999_00-NFS1800000000001,-90%,"R$11,89","R$118,99"
Chivalry 2 PS4 & PS5,https://store.playstation.com/pt-br/product/UP0115-PPSA02183_00-3211965506283656,-60%,"R$79,80","R$199,50"
BioShock: The Collection,https://store.playstation.com/pt-br/product/UP1001-CUSA03979_00-BIOSHOCKCOLLECTN,-80%,"R$41,58","R$207,90"
