Título,Link da Oferta,Desconto,Preço Promocional,Preço Normal
Werewolf Pinball,https://store.playstation.com/pt-br/product/UP6927-PPSA09419_00-4411350305910609,-40%,"R$9,54","R$15,90"
Mrs.Cat Between Worlds PS4™ & PS5™,https://store.playstation.com/pt-br/product/UP0891-PPSA09606_00-RGMRSCATBETWEENW,-60%,"R$10,76","R$26,90"
Cross the Moon PS4 & PS5,https://store.playstation.com/pt-br/product/UP0891-PPSA03575_00-RAGACROSSTHEMOON,-80%,"R$5,38","R$26,90"
Reed Remastered,https://store.playstation.com/pt-br/product/UP0891-CUSA18492_00-RGREEDREMASTERED,-80%,"R$5,38","R$26,90"
Takorita Meets Fries PS4 & PS5,https://store.playstation.com/pt-br/product/UP0891-PPSA04888_00-RGTAKORITAMEETSF,-60%,"R$10,76","R$26,90"
Adventure Pinball Bundle,https://store.playstation.com/pt-br/product/UP6927-PPSA15721_00-0097573648019695,-40%,"R$22,50","R$37,50"
Broken Universe - Tower Defense,https://store.playstation.com/pt-br/product/UP8203-CUSA40721_00-0860517656590475,-60%,"R$31,00","R$77,50"
Burger Break,https://store.playstation.com/pt-br/product/UP4312-CUSA33250_00-3205719369781346,-30%,"R$26,25","R$37,50"
Burger Break Head to Head,https://store.playstation.com/pt-br/product/UP4312-CUSA33408_00-0414229526073290,-30%,"R$26,25","R$37,50"
Christmas Break,https://store.playstation.com/pt-br/product/UP4312-CUSA26448_00-9275322699290288,-30%,"R$26,25","R$37,50"
Donut Break 2 - Avatar Full Game Bundle,https://store.playstation.com/pt-br/product/UP4312-CUSA30171_00-0242389461028780,-30%,"R$26,25","R$37,50"
Evan's Remains,https://store.playstation.com/pt-br/product/UP5223-CUSA19502_00-USAEVANSREMAINS0,-55%,"R$13,27","R$29,50"
Guardian of Lore,https://store.playstation.com/pt-br/product/UP5155-PPSA05893_00-GOL0000000000000,-75%,"R$18,72","R$74,90"
Hot Springs Story,https://store.playstation.com/pt-br/product/UP5526-CUSA23666_00-KAIRO00000025000,-50%,"R$37,45","R$74,90"
Indie Gems Bundle - Explosions Edition,https://store.playstation.com/pt-br/product/UP1309-CUSA05150_00-EXPLOSIONBUNDLEA,-80%,"R$31,98","R$159,90"
Invasion,https://store.playstation.com/pt-br/product/UP4312-CUSA45686_00-0088963046818077,-30%,"R$26,25","R$37,50"
Maze - The Amazing Labyrinth,https://store.playstation.com/pt-br/product/UP3362-CUSA42165_00-0515301604701936,-80%,"R$7,50","R$37,50"
NeuroVoider,https://store.playstation.com/pt-br/product/UP1309-CUSA05150_00-NEUROVOIDERPS4US,-80%,"R$14,98","R$74,90"
Pandaty,https://store.playstation.com/pt-br/product/UP7656-CUSA42236_00-0864340608984333,-50%,"R$18,75","R$37,50"
Pocket Stables,https://store.playstation.com/pt-br/product/UP5526-CUSA23521_00-0000000000000000,-50%,"R$37,45","R$74,90"
Ravensword: Shadowlands,https://store.playstation.com/pt-br/product/UP0891-CUSA27012_00-RATAGARAVENSWORD,-70%,"R$11,25","R$37,50"
Seeds of Resilience,https://store.playstation.com/pt-br/product/UP4199-CUSA25868_00-8045343880742294,-90%,"R$7,49","R$74,90"
Skye Tales,https://store.playstation.com/pt-br/product/UP3472-CUSA43795_00-0598795703139423,-50%,"R$37,45","R$74,90"
SPACETIME ODISSEY PS4 & PS5,https://store.playstation.com/pt-br/product/UP7552-CUSA31884_00-2844515532878204,-40%,"R$22,50","R$37,50"
Super Kids Racing - Jungle Edition,https://store.playstation.com/pt-br/product/UP3362-CUSA33725_00-1218804415817564,-80%,"R$7,50","R$37,50"
The Forgotten Tribe,https://store.playstation.com/pt-br/product/UP8553-CUSA46223_00-0002181747311879,-40%,"R$3,30","R$5,50"
The Skylia Prophecy,https://store.playstation.com/pt-br/product/UP5958-CUSA26935_00-0668481262758144,-40%,"R$22,50","R$37,50"
TrinityS,https://store.playstation.com/pt-br/product/UP8068-PPSA14732_00-0000000000000000,-20%,"R$59,92","R$74,90"
TrinityS Deluxe Edition,https://store.playstation.com/pt-br/product/UP8068-PPSA14732_00-SPECIALEDITION00,-20%,"R$91,12","R$113,90"
Valhalla Hills - Definitive Edition,https://store.playstation.com/pt-br/product/UP2060-CUSA05680_00-VALHALLAHILLS100,-85%,"R$10,03","R$66,90"
Wild Park Manager,https://store.playstation.com/pt-br/product/UP5526-CUSA24629_00-KAIRO00000122000,-30%,"R$52,43","R$74,90"
Canada Break,https://store.playstation.com/pt-br/product/UP4312-CUSA34459_00-4454431401237721,-30%,"R$26,25","R$37,50"
Christmas Break 2,https://store.playstation.com/pt-br/product/UP4312-CUSA31307_00-0691741949969526,-30%,"R$26,25","R$37,50"
Christmas Break 2 - Avatar Full Game Bundle,https://store.playstation.com/pt-br/product/UP4312-CUSA31307_00-9325524358889644,-30%,"R$26,25","R$37,50"
Pretty Bird 5,https://store.playstation.com/pt-br/product/UP7668-CUSA36485_00-6955372412218936,-20%,"R$10,80","R$13,50"
Deponia,https://store.playstation.com/pt-br/product/UP1440-CUSA05922_00-D0001DEPONIA1PS4,-90%,"R$5,39","R$53,90"
Lotus Reverie: First Nexus,https://store.playstation.com/pt-br/product/UP7071-CUSA30866_00-9724047982419938,-75%,"R$17,47","R$69,90"
Outbreak: The Nightmare Chronicles,https://store.playstation.com/pt-br/product/UP6088-CUSA24065_00-3962730802223761,-65%,"R$24,46","R$69,90"
Desert Child,https://store.playstation.com/pt-br/product/UP3385-CUSA12296_00-DECHILD000000000,-60%,"R$25,80","R$64,50"
Nubla,https://store.playstation.com/pt-br/product/UP0814-CUSA05817_00-0000000000000000,-80%,"R$12,90","R$64,50"
Pacific Wings,https://store.playstation.com/pt-br/product/UP4786-CUSA16994_00-PWPS400000000001,-67%,"R$10,52","R$31,90"
PUSS!,https://store.playstation.com/pt-br/product/UP6139-CUSA25608_00-0918782714568808,-75%,"R$16,12","R$64,50"
Nexoria: Dungeon Rogue Heroes,https://store.playstation.com/pt-br/product/UP4892-CUSA29630_00-7836353457969252,-80%,"R$5,38","R$26,90"
Nexoria: Dungeon Rogue Heroes (PS4 + PS5),https://store.playstation.com/pt-br/product/UP4892-CUSA29630_00-8934677098980870,-80%,"R$7,50","R$37,50"
Everlune,https://store.playstation.com/pt-br/product/UP8553-CUSA43353_00-0421936964430299,-70%,"R$3,27","R$10,90"
Kruger,https://store.playstation.com/pt-br/product/UP7668-CUSA32795_00-1818929691768656,-20%,"R$8,72","R$10,90"
Mermaidio 2,https://store.playstation.com/pt-br/product/UP7668-CUSA38023_00-6577086407503601,-20%,"R$8,72","R$10,90"
Lady in a Leotard With a Gun,https://store.playstation.com/pt-br/product/UP3058-CUSA31173_00-6727206613220487,-75%,"R$0,65","R$2,60"
Lootbox Lyfe+ PS4™ & PS5™,https://store.playstation.com/pt-br/product/UP0891-PPSA10727_00-RAGAMLOOTBOXLYFE,-60%,"R$21,56","R$53,90"
Micetopia,https://store.playstation.com/pt-br/product/UP0891-CUSA20455_00-RATAGAMMICETOPIA,-80%,"R$5,38","R$26,90"
Windfolk: Sky is just the beginning,https://store.playstation.com/pt-br/product/UP0814-CUSA24608_00-2003221430402775,-65%,"R$20,82","R$59,50"
A Fold Apart,https://store.playstation.com/pt-br/product/UP1184-CUSA19327_00-LL9QDQ41J80WBI7M,-50%,"R$26,95","R$53,90"
Albacete Warrior PS4 & PS5,https://store.playstation.com/pt-br/product/UP2005-PPSA09596_00-ALBACETEWARRIOR0,-65%,"R$18,86","R$53,90"
Alpha Particle PS4 & PS5,https://store.playstation.com/pt-br/product/UP2005-PPSA08701_00-ALPHAPARTICLE000,-40%,"R$32,34","R$53,90"
Ashina: The Red Witch PS4™ & PS5®,https://store.playstation.com/pt-br/product/UP0891-PPSA15466_00-ASHINAREDWITCHRG,-50%,"R$26,95","R$53,90"
Battle Planet - Judgement Day,https://store.playstation.com/pt-br/product/UP0842-CUSA15479_00-BATTLEPLANETUS00,-40%,"R$32,34","R$53,90"
Bedlam: The Game by Christopher Brookmyre,https://store.playstation.com/pt-br/product/UP0963-CUSA02869_00-BEDLAMTHEGAME001,-50%,"R$20,75","R$41,50"
Black Widow: Recharged,https://store.playstation.com/pt-br/product/UP0182-CUSA30369_00-4394537358549233,-50%,"R$26,95","R$53,90"
Choice of Life: Middle Ages,https://store.playstation.com/pt-br/product/UP6139-CUSA32067_00-TCOLMIDDLEAGESEA,-75%,"R$6,72","R$26,90"
Coffee Crisis,https://store.playstation.com/pt-br/product/UP4480-CUSA10078_00-0000000000000001,-70%,"R$16,17","R$53,90"
Dyna Bomb,https://store.playstation.com/pt-br/product/UP5958-CUSA31818_00-9306631097721998,-40%,"R$16,14","R$26,90"
Egg Runner,https://store.playstation.com/pt-br/product/UP7552-CUSA41202_00-0562553019260938,-20%,"R$10,80","R$13,50"
Feist,https://store.playstation.com/pt-br/product/UP0406-CUSA05448_00-0000000000000000,-80%,"R$10,78","R$53,90"
Fujii - A Magical Gardening Adventure,https://store.playstation.com/pt-br/product/UP0275-CUSA17098_00-FUNKLABFUJIIPSVR,-30%,"R$37,73","R$53,90"
Gravitar: Recharged,https://store.playstation.com/pt-br/product/UP0182-CUSA33675_00-1587937173701936,-50%,"R$26,95","R$53,90"
Gun Crazy,https://store.playstation.com/pt-br/product/UP0891-CUSA19111_00-RATALAIKGUNCRAZY,-80%,"R$5,38","R$26,90"
HexaMaze,https://store.playstation.com/pt-br/product/UP3165-CUSA14621_00-HEXAMAZEAMERIKA1,-80%,"R$10,78","R$53,90"
Last Beat Enhanced,https://store.playstation.com/pt-br/product/UP5958-CUSA35626_00-0318667407522197,-50%,"R$26,95","R$53,90"
Lost Artifacts: Frozen Queen,https://store.playstation.com/pt-br/product/UP4384-CUSA28285_00-LAFROZENQUEENPS4,-50%,"R$13,45","R$26,90"
McPixel 3,https://store.playstation.com/pt-br/product/UP3643-PPSA09719_00-7506702877332712,-80%,"R$10,78","R$53,90"
Mirror 2 - Console Edition,https://store.playstation.com/pt-br/product/UP8316-CUSA44610_00-0951147885983593,-30%,"R$37,73","R$53,90"
Moon Lander,https://store.playstation.com/pt-br/product/UP3803-CUSA46985_00-0155864618201819,-80%,"R$10,78","R$53,90"
MouseCraft,https://store.playstation.com/pt-br/product/UP4395-CUSA00656_00-MOUSECRAFTPS4USA,-90%,"R$5,39","R$53,90"
Nova-111,https://store.playstation.com/pt-br/product/UP4395-CUSA02354_00-NOVA111PS4USA000,-90%,"R$5,39","R$53,90"
Paradox Error,https://store.playstation.com/pt-br/product/UP2005-CUSA27948_00-PARADOXERROR0000,-70%,"R$8,07","R$26,90"
Pinball Frenzy,https://store.playstation.com/pt-br/product/UP7552-CUSA45935_00-0606965849669994,-40%,"R$16,14","R$26,90"
Planet of the Eyes,https://store.playstation.com/pt-br/product/UP0916-CUSA07531_00-PLANETOFTHEEYES0,-70%,"R$12,45","R$41,50"
Quantum: Recharged,https://store.playstation.com/pt-br/product/UP0182-CUSA44036_00-0204560236391975,-50%,"R$26,95","R$53,90"
Q-YO Blaster,https://store.playstation.com/pt-br/product/UP4199-CUSA26818_00-4485139253325731,-90%,"R$5,39","R$53,90"
Reminiscence in the Night PS4 & PS5,https://store.playstation.com/pt-br/product/UP0891-PPSA05197_00-RGREMINISCENCEIN,-60%,"R$10,76","R$26,90"
Strike Team Gladius,https://store.playstation.com/pt-br/product/UP6989-CUSA37221_00-8823225103725667,-70%,"R$16,17","R$53,90"
Terra Lander,https://store.playstation.com/pt-br/product/UP3515-CUSA18898_00-TERRALANDERUSA00,-70%,"R$16,17","R$53,90"
Terra Lander II - Rockslide Rescue,https://store.playstation.com/pt-br/product/UP3515-CUSA18899_00-ROCKSLIDERESCUUS,-70%,"R$16,17","R$53,90"
The Dark Prophecy PS4 & PS5,https://store.playstation.com/pt-br/product/UP0891-PPSA09577_00-RGTHEDARKPROPHEC,-60%,"R$21,56","R$53,90"
The Dead Tree of Ranchiuna PS4 & PS5,https://store.playstation.com/pt-br/product/UP2005-PPSA04601_00-DEADTREERANCH000,-65%,"R$18,86","R$53,90"
The Forest Quartet,https://store.playstation.com/pt-br/product/UP0810-PPSA09311_00-0361528872808094,-70%,"R$16,17","R$53,90"
The Savior's Gang,https://store.playstation.com/pt-br/product/UP3876-CUSA15820_00-THESAVIORSGANG00,-60%,"R$10,76","R$26,90"
Titan Attacks!,https://store.playstation.com/pt-br/product/UP4395-CUSA00323_00-TITANPACKPS4USA0,-90%,"R$4,15","R$41,50"
Vengeful Heart,https://store.playstation.com/pt-br/product/UP5155-PPSA04755_00-4503127171747560,-65%,"R$18,86","R$53,90"
Virtuous Western PS4 & PS5,https://store.playstation.com/pt-br/product/UP0891-PPSA04979_00-RGVIRTUOUSWESTER,-80%,"R$5,38","R$26,90"
Warlock's Tower,https://store.playstation.com/pt-br/product/UP0891-CUSA10782_00-RATAGWARLOCKSTOW,-80%,"R$5,38","R$26,90"
WWII Tank Battle Arena,https://store.playstation.com/pt-br/product/UP7552-CUSA40485_00-0268759838705998,-40%,"R$16,14","R$26,90"
HellGunner PS4 & PS5,https://store.playstation.com/pt-br/product/UP0891-PPSA06998_00-RATAGAHELLGUNNER,-60%,"R$10,76","R$26,90"
One Escape PS4 & PS5,https://store.playstation.com/pt-br/product/UP0891-PPSA03240_00-RATAGAMONEESCAPE,-80%,"R$5,38","R$26,90"
Working Hard Collection PS4™ & PS5®,https://store.playstation.com/pt-br/product/UP0891-PPSA14683_00-WORKINGHARDCOLRG,-50%,"R$13,45","R$26,90"
Beveron,https://store.playstation.com/pt-br/product/UP7668-CUSA38060_00-4696579997254231,-20%,"R$8,72","R$10,90"
Pacmaga 2,https://store.playstation.com/pt-br/product/UP7668-CUSA36784_00-7429363413432861,-20%,"R$4,40","R$5,50"
CyberHive,https://store.playstation.com/pt-br/product/UP6139-CUSA32423_00-9535235674480290,-75%,"R$12,12","R$48,50"
ESPER,https://store.playstation.com/pt-br/product/UP2680-CUSA11896_00-ESPER00000000000,-70%,"R$14,55","R$48,50"
Hoodie Survivor,https://store.playstation.com/pt-br/product/UP3058-CUSA46561_00-0017577207701894,-20%,"R$2,08","R$2,60"
Road Fury,https://store.playstation.com/pt-br/product/UP3515-CUSA26688_00-ROADFURYUS000000,-70%,"R$14,55","R$48,50"
Verdict Guilty,https://store.playstation.com/pt-br/product/UP7992-CUSA40939_00-0860687650879234,-50%,"R$24,25","R$48,50"
Mummy Pinball,https://store.playstation.com/pt-br/product/UP6927-PPSA06919_00-6441404348316314,-40%,"R$9,54","R$15,90"
Mummy Pinball,https://store.playstation.com/pt-br/product/UP6927-CUSA36117_00-4386898097978643,-40%,"R$9,54","R$15,90"
Pacmaga,https://store.playstation.com/pt-br/product/UP7668-CUSA35752_00-1430347287317939,-20%,"R$10,80","R$13,50"
Biolab Wars,https://store.playstation.com/pt-br/product/UP4199-CUSA33166_00-5380745006648385,-90%,"R$1,09","R$10,90"
Chicken Assassin: Reloaded,https://store.playstation.com/pt-br/product/UP3385-CUSA12055_00-CHXAMOH000000000,-60%,"R$17,16","R$42,90"
Double Play Game Bundle,https://store.playstation.com/pt-br/product/UP4312-CUSA45294_00-0025733210437698,-30%,"R$30,03","R$42,90"
Dropship Commander PS5,https://store.playstation.com/pt-br/product/UP2181-PPSA12377_00-6855510422539689,-60%,"R$17,16","R$42,90"
Galactic Invasion,https://store.playstation.com/pt-br/product/UP7552-CUSA46131_00-0006723072106421,-40%,"R$12,90","R$21,50"
Hidden Shapes: Animals + Lovely Cats,https://store.playstation.com/pt-br/product/UP2158-CUSA31849_00-HDSHAPESALCPS4NA,-50%,"R$10,75","R$21,50"
Pangeon,https://store.playstation.com/pt-br/product/UP5805-CUSA30327_00-3895755974344028,-80%,"R$8,58","R$42,90"
QUByte Classics - The Humans by PIKO,https://store.playstation.com/pt-br/product/UP2158-CUSA30550_00-6251718958726160,-50%,"R$21,45","R$42,90"
Tasty Slot Machine,https://store.playstation.com/pt-br/product/UP3515-CUSA39374_00-TASTYSLOT0000USA,-70%,"R$12,87","R$42,90"
Thunder Kid: Hunt for the Robot Emperor PS4 & PS5,https://store.playstation.com/pt-br/product/UP2005-PPSA05275_00-THUNDERKID000000,-70%,"R$12,87","R$42,90"
Timberman VS,https://store.playstation.com/pt-br/product/UP4199-CUSA19188_00-TIMBERMANVS00001,-90%,"R$1,09","R$10,90"
Type:Rider,https://store.playstation.com/pt-br/product/UP1309-CUSA04026_00-TYPERIDERPS4SCEA,-60%,"R$17,16","R$42,90"
Wind of Shuriken PS4 & PS5,https://store.playstation.com/pt-br/product/UP2005-PPSA05292_00-WINDOFSHURIKEN00,-70%,"R$12,87","R$42,90"
Zombie Town,https://store.playstation.com/pt-br/product/UP3515-CUSA42659_00-ZOMBIETOWNSIEA00,-70%,"R$12,87","R$42,90"
Avatar Bundle Halloween Candy Break,https://store.playstation.com/pt-br/product/UP4312-CUSA25151_00-3622460634982900,-30%,"R$26,25","R$37,50"
CANNON ARMY,https://store.playstation.com/pt-br/product/UP7552-CUSA41960_00-0619216945035060,-30%,"R$9,45","R$13,50"
Coffee Break Head to Head,https://store.playstation.com/pt-br/product/UP4312-CUSA34425_00-5819834584550740,-30%,"R$26,25","R$37,50"
Coffee Break Head to Head - Avatar Full Game Bundle,https://store.playstation.com/pt-br/product/UP4312-CUSA34425_00-9719725883254330,-30%,"R$26,25","R$37,50"
DANJIGOKU,https://store.playstation.com/pt-br/product/UP8553-CUSA46238_00-0784417483124484,-40%,"R$3,30","R$5,50"
Donut Break 2 Head to Head Avatar Full Game Bundle,https://store.playstation.com/pt-br/product/UP4312-CUSA30303_00-6013702801162073,-30%,"R$26,25","R$37,50"
Drizzlepath: Deja Vu PS4 & PS5,https://store.playstation.com/pt-br/product/UP2005-PPSA04595_00-DRIZZLEPATHDEJAV,-70%,"R$11,25","R$37,50"
Escape String,https://store.playstation.com/pt-br/product/UP5958-CUSA37534_00-8414521300449014,-40%,"R$22,50","R$37,50"
Heal: Console Edition PS4 & PS5,https://store.playstation.com/pt-br/product/UP0891-PPSA03371_00-RATALAIKAGAMHEAL,-70%,"R$11,25","R$37,50"
Horatio Goes Snowboarding PS4 & PS5,https://store.playstation.com/pt-br/product/UP2005-PPSA05420_00-HORATIOSNOWBOARD,-65%,"R$13,12","R$37,50"
Kill The Bad Guy,https://store.playstation.com/pt-br/product/UP1309-CUSA05109_00-KILLTHEBADGUYEXK,-70%,"R$11,25","R$37,50"
Moto Roader MC PS4 & PS5,https://store.playstation.com/pt-br/product/UP0891-PPSA06119_00-RAGAMOTOROADERMC,-50%,"R$18,75","R$37,50"
Shootvaders: The Beginning,https://store.playstation.com/pt-br/product/UP5958-CUSA43672_00-0842118268121448,-40%,"R$22,50","R$37,50"
Spencer,https://store.playstation.com/pt-br/product/UP5792-CUSA27829_00-9321940930306178,-40%,"R$22,50","R$37,50"
Galactic Lords,https://store.playstation.com/pt-br/product/UP8553-CUSA42509_00-0443591605199149,-70%,"R$4,05","R$13,50"
Pretty Bird 2,https://store.playstation.com/pt-br/product/UP7668-CUSA36456_00-0025788968703182,-20%,"R$10,80","R$13,50"
Avenging Spirit PS4 & PS5,https://store.playstation.com/pt-br/product/UP0891-PPSA08434_00-RGAVENGINGSPIRIT,-50%,"R$15,95","R$31,90"
Delta Squad,https://store.playstation.com/pt-br/product/UP0891-CUSA15105_00-RATAGADELTASQUAD,-70%,"R$9,57","R$31,90"
EvilUP PS4™ & PS5™,https://store.playstation.com/pt-br/product/UP0891-PPSA10110_00-EVILUPRATALAIKAG,-60%,"R$12,76","R$31,90"
Game Type DX,https://store.playstation.com/pt-br/product/UP0446-CUSA33495_00-2591198901717733,-50%,"R$15,95","R$31,90"
Heroes Trials,https://store.playstation.com/pt-br/product/UP0891-CUSA12217_00-RATAHEROESTRIALS,-80%,"R$6,38","R$31,90"
Momonga Pinball Adventures,https://store.playstation.com/pt-br/product/UP1309-CUSA06184_00-MOMONGAPINBALL00,-80%,"R$6,38","R$31,90"
NO THING,https://store.playstation.com/pt-br/product/UP4199-CUSA20307_00-NOTHING000000001,-90%,"R$1,09","R$10,90"
Red Square Escape,https://store.playstation.com/pt-br/product/UP7543-CUSA34822_00-6667056049584188,-75%,"R$6,72","R$26,90"
Retro Highway,https://store.playstation.com/pt-br/product/UP4892-CUSA31753_00-0495832761096949,-75%,"R$7,97","R$31,90"
Santas Monster Shootout,https://store.playstation.com/pt-br/product/UP5792-CUSA43587_00-0394113536288829,-40%,"R$6,54","R$10,90"
Ultra Mission™,https://store.playstation.com/pt-br/product/UP8008-PPSA07260_00-ULTRAMISSIONP5NA,-40%,"R$9,54","R$15,90"
Weapon of Choice DX,https://store.playstation.com/pt-br/product/UP0446-CUSA20304_00-WEAPONOFCHOICE00,-50%,"R$15,95","R$31,90"
Binarystar Infinity,https://store.playstation.com/pt-br/product/UP4199-CUSA26999_00-6756312551131788,-90%,"R$2,69","R$26,90"
Blind Men,https://store.playstation.com/pt-br/product/UP0891-CUSA18493_00-RATAGAMEBLINDMEN,-80%,"R$5,38","R$26,90"
Blob Quest,https://store.playstation.com/pt-br/product/UP7552-CUSA35968_00-0407245999763823,-40%,"R$16,14","R$26,90"
Bubble Monsters,https://store.playstation.com/pt-br/product/UP5792-CUSA43444_00-0886982835363948,-40%,"R$16,14","R$26,90"
Bullet Beat,https://store.playstation.com/pt-br/product/UP5464-PPSA03520_00-8798260576970585,-90%,"R$2,69","R$26,90"
Cave Bad,https://store.playstation.com/pt-br/product/UP2005-CUSA26494_00-CAVEBAD000000000,-70%,"R$8,07","R$26,90"
Crazy Gravity PS4 & PS5,https://store.playstation.com/pt-br/product/UP2005-PPSA04587_00-CRAZYGRAVITY0000,-70%,"R$8,07","R$26,90"
Deep Space Rush,https://store.playstation.com/pt-br/product/UP0891-CUSA15809_00-RATAGAMDEEPSPACE,-80%,"R$5,38","R$26,90"
Hellbreachers PS4 & PS5,https://store.playstation.com/pt-br/product/UP2005-PPSA03254_00-HELLGAME00000000,-70%,"R$8,07","R$26,90"
Himno,https://store.playstation.com/pt-br/product/UP0891-CUSA17059_00-RATALAIKAGAHIMNO,-80%,"R$5,38","R$26,90"
Holfraine,https://store.playstation.com/pt-br/product/UP0814-CUSA18776_00-0000000000000000,-75%,"R$6,72","R$26,90"
Lanternium,https://store.playstation.com/pt-br/product/UP5817-CUSA20446_00-9888453782792635,-40%,"R$16,14","R$26,90"
Lord Of The Click,https://store.playstation.com/pt-br/product/UP5817-CUSA24793_00-7083034857230435,-40%,"R$16,14","R$26,90"
